cod_articulo,desc_articulo,estado,unidxbulto,cant_base,cant_palet,critico,minimo,unidad_medida,unidadxpack,contenido,desc_contenido,es_envase,tipo_articulo,cod_linea,linea,cod_ramo,ramo,cod_sector,sector,cod_familia,familia,cod_subfamilia,subfamilia,cod_rubro,rubro,codprov,proveedor,cod_art_prov,desc_corta,cod_clase,clase,cod_marca,marca,iva,articulo,codigo,tipo,edi
"0000000001657","SAL DOS ANCLAS PARR EST 24X500 GR","ACTIVO",24,14,70,11.00,24.00,"KG",0,0.500,"500G","NO","NORMAL","031","SAL DOS ANCLAS","061","ESTUCHES","001","ALMACEN","019","SAL","003","GRUESA","061","ESTUCHES","00489","CIA INTRODUCTORA DE BS AS S.A","0000000062210","SAL 2ANCLAS PARR EST","","","088","DOS ANCLAS","21%","0000000001657","7792900092683",2,0
"0000000001657","SAL DOS ANCLAS PARR EST 24X500 GR","ACTIVO",24,14,70,11.00,24.00,"KG",0,0.500,"500G","NO","NORMAL","031","SAL DOS ANCLAS","061","ESTUCHES","001","ALMACEN","019","SAL","003","GRUESA","061","ESTUCHES","00489","CIA INTRODUCTORA DE BS AS S.A","0000000062210","SAL 2ANCLAS PARR EST","","","088","DOS ANCLAS","21%","0000000001657","37792900092684",1,0
"0000000000203","ALFAJOR JORGELIN GLACEADO 24x85 G","ACTIVO",24,0,0,5.00,10.00,"KG",0,0.090,"85 GR","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000032","ALFAJOR JORGELIN GLACEADO","","","266","JORGELIN","21%","0000000000203","77901736",2,0
"0000000000205","ALFAJORCITO JORGITO NEGRO 18X6 UNID","ACTIVO",18,0,0,5.00,10.00,"UN",0,6.000,"6 U","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000054","ALFAJORCITO JORGITO NEGRO","","","267","JORGITO","21%","0000000000205","7790957000545",2,0
"0000000000206","ALFAJORCITO JORGITO FRUTA GLACEA. 18x6 U","ACTIVO",18,0,0,1.00,10.00,"UN",0,6.000,"6 U","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000055","ALFAJORCITO JORGITO","","","267","JORGITO","21%","0000000000206","7790957000552",2,0
"0000000000206","ALFAJORCITO JORGITO FRUTA GLACEA. 18x6 U","ACTIVO",18,0,0,1.00,10.00,"UN",0,6.000,"6 U","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000055","ALFAJORCITO JORGITO","","","267","JORGITO","21%","0000000000206","17790957000559",1,0
"0000000004356","TE BIG BEN 6X100 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,100.00,"100SAQ","NO","NORMAL","078","CABRALES","132","INFUSIONES CABRALES","001","ALMACEN","006","TE","001","CLASICO","132","INFUSIONES CABRALES","00909","CABRALES S.A.","0000000000171","TE BIG BEN","","","155","BIG BEN","21%","0000000004356","7790550000225",2,0
"0000000004356","TE BIG BEN 6X100 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,100.00,"100SAQ","NO","NORMAL","078","CABRALES","132","INFUSIONES CABRALES","001","ALMACEN","006","TE","001","CLASICO","132","INFUSIONES CABRALES","00909","CABRALES S.A.","0000000000171","TE BIG BEN","","","155","BIG BEN","21%","0000000004356","57790550000220",1,0
"0000000004358","MATE COCIDO YER-VITA 6X100 SAQ","ACTIVO",6,0,0,2.00,10.00,"UN",0,100.00,"100 SAQ","NO","NORMAL","078","CABRALES","132","INFUSIONES CABRALES","001","ALMACEN","008","YERBAS","006","MATE COCIDO","132","INFUSIONES CABRALES","00909","CABRALES S.A.","0000000000293","MATE COCIDO YER-VITA 100 SAQ","","","399","YER-VITA","21%","0000000004358","7790550000324",2,0
"0000000004358","MATE COCIDO YER-VITA 6X100 SAQ","ACTIVO",6,0,0,2.00,10.00,"UN",0,100.00,"100 SAQ","NO","NORMAL","078","CABRALES","132","INFUSIONES CABRALES","001","ALMACEN","008","YERBAS","006","MATE COCIDO","132","INFUSIONES CABRALES","00909","CABRALES S.A.","0000000000293","MATE COCIDO YER-VITA 100 SAQ","","","399","YER-VITA","21%","0000000004358","57790550000329",1,0
"0000000005828","PASTILLA AYUDIN 36X16 G","ACTIVO",36,16,80,1.00,10.00,"Kilo",0,0.016,"16 GR","NO","NORMAL","055","CLOROX","359","BANO CLOROX","005","LIMPIEZA","002","DESODORANTES","004","BANO","359","BANO CLOROX","01843","CLOROX ARGENTINA S.A.","0000000018026","PASTILLA AYUDIN 36X16 G","","","067","AYUDIN","21%","0000000005828","7793253300081",2,0
"0000000005828","PASTILLA AYUDIN 36X16 G","ACTIVO",36,16,80,1.00,10.00,"Kilo",0,0.016,"16 GR","NO","NORMAL","055","CLOROX","359","BANO CLOROX","005","LIMPIEZA","002","DESODORANTES","004","BANO","359","BANO CLOROX","01843","CLOROX ARGENTINA S.A.","0000000018026","PASTILLA AYUDIN 36X16 G","","","067","AYUDIN","21%","0000000005828","17793253300088",1,0
"0000000005888","ESPONJA MORTIMER BRONCE DCARA 4X24X1","ACTIVO",96,12,72,1.00,10.00,"",0,0.000,"UNID","NO","NORMAL","055","CLOROX","474","MORTIMER","005","LIMPIEZA","006","ESPONJAS","002","BRONCE","474","MORTIMER","01843","CLOROX ARGENTINA S.A.","0000000018098","ESPONJA MORTIMER BRONCE DCA","","","","","21%","0000000005888","7793253938529",2,0
"0000000005888","ESPONJA MORTIMER BRONCE DCARA 4X24X1","ACTIVO",96,12,72,1.00,10.00,"",0,0.000,"UNID","NO","NORMAL","055","CLOROX","474","MORTIMER","005","LIMPIEZA","006","ESPONJAS","002","BRONCE","474","MORTIMER","01843","CLOROX ARGENTINA S.A.","0000000018098","ESPONJA MORTIMER BRONCE DCA","","","","","21%","0000000005888","17793253038523",1,0
"0000000000204","ALFAJORCITO JORGITO GLACEADO 18x6 UNID","ACTIVO",18,0,0,1.00,10.00,"UN",0,6.000,"6 U","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000053","ALFAJORCITO JORGITO GLACEADO","","","267","JORGITO","21%","0000000000204","7790957000538",2,0
"0000000000204","ALFAJORCITO JORGITO GLACEADO 18x6 UNID","ACTIVO",18,0,0,1.00,10.00,"UN",0,6.000,"6 U","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000053","ALFAJORCITO JORGITO GLACEADO","","","267","JORGITO","21%","0000000000204","17790957000535",1,0
"0000000000210","ALFAJOR JORGITO NEGRO 24 X 55 G","ACTIVO",24,0,0,1.00,10.00,"KG",0,0.060,"55 GR","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000014","ALFAJOR JORGITO NEGRO 55 GR","","","267","JORGITO","21%","0000000000210","77905741",2,0
"0000000000210","ALFAJOR JORGITO NEGRO 24 X 55 G","ACTIVO",24,0,0,1.00,10.00,"KG",0,0.060,"55 GR","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000014","ALFAJOR JORGITO NEGRO 55 GR","","","267","JORGITO","21%","0000000000210","17790957000146",1,0
"0000000002870","FRANELA 45X50 MED NJA X 10 U","ACTIVO",10,0,0,1.00,10.00,"UN",0,1.000,"1 U","NO","NORMAL","080","ALPARGATAS","662","PA-OS FRANELA","005","LIMPIEZA","007","PANOS Y REJILLAS","002","PANOS P/COCINA","662","PA-OS FRANELA","15896","ALPARGATAS S.A.I.C.","0000381324451","FRANELA 45X50 MED NJA X 10 U","","","303","MEDIA NARANJA","21%","0000000002870","7790927813281",1,0
"0000000002854","PA-O AMARILLO MEDIA NJA X 30 U","ACTIVO",30,0,0,1.00,10.00,"UN",0,1.000,"1 U","NO","NORMAL","080","ALPARGATAS","660","PA-OS REJILLA","005","LIMPIEZA","007","PANOS Y REJILLAS","002","PANOS P/COCINA","660","PA-OS REJILLA","15896","ALPARGATAS S.A.I.C.","0000381712430","PANO AMARILLO MEDIA NJA U","","","303","MEDIA NARANJA","21%","0000000002854","7790927817128",2,0
"0000000002854","PA-O AMARILLO MEDIA NJA X 30 U","ACTIVO",30,0,0,1.00,10.00,"UN",0,1.000,"1 U","NO","NORMAL","080","ALPARGATAS","660","PA-OS REJILLA","005","LIMPIEZA","007","PANOS Y REJILLAS","002","PANOS P/COCINA","660","PA-OS REJILLA","15896","ALPARGATAS S.A.I.C.","0000381712430","PANO AMARILLO MEDIA NJA U","","","303","MEDIA NARANJA","21%","0000000002854","17790927817125",1,0
"0000000013133","LICOR CUSENIER FRUTILLA 6X700 CC","ACTIVO",6,0,100,4.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011894","LICOR CUSENIER FRUTILLA","","","","","21%","0000000013133","7792410008655",2,0
"0000000013133","LICOR CUSENIER FRUTILLA 6X700 CC","ACTIVO",6,0,100,4.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011894","LICOR CUSENIER FRUTILLA","","","","","21%","0000000013133","67792410008657",1,0
"0000000013134","LICOR CUSENIER CHOCOLATE 6X700 CC","ACTIVO",6,0,100,1.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011890","LICOR CUSENIER CHOCOLATE","","","","","21%","0000000013134","7792410008105",2,0
"0000000013134","LICOR CUSENIER CHOCOLATE 6X700 CC","ACTIVO",6,0,100,1.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011890","LICOR CUSENIER CHOCOLATE","","","","","21%","0000000013134","67792410008107",1,0
"0000000013136","LICOR CUSENIER HUEVO 6X700 CC","ACTIVO",6,0,100,1.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011895","LICOR CUSENIER HUEVO 6X700 CC","","","","","21%","0000000013136","7792410008051",2,0
"0000000013136","LICOR CUSENIER HUEVO 6X700 CC","ACTIVO",6,0,100,1.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011895","LICOR CUSENIER HUEVO 6X700 CC","","","","","21%","0000000013136","67792410008053",1,0
"0000000013137","LICOR CUSENIER DULCE DE LECHE 6X700 CC","ACTIVO",6,0,100,1.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011892","LICOR CUSENIER DULCE DE L","","","","","21%","0000000013137","7792410008006",2,0
"0000000013137","LICOR CUSENIER DULCE DE LECHE 6X700 CC","ACTIVO",6,0,100,1.00,1.00,"LT",0,0.700,"700 CC","NO","NORMAL","094","PR ARGENTINA","707","LICORES PR","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","707","LICORES PR","02181","PERNOD RICARD ARGENTINA S.A.","0000000011892","LICOR CUSENIER DULCE DE L","","","","","21%","0000000013137","67792410008008",1,0
"0000000008290","LICOR BORGHETTI DE CAFE 6X700","ACTIVO",6,28,140,2.00,6.00,"LT",0,0.700,"700 ML","NO","NORMAL","028","FRATELLI BRANCA","072","LICORES","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","007","LICORES","072","LICORES","00040","FRATELLI BRANCA DESTILERIAS S.","0000000305210","LICOR BORGHETTI DE CAFE 6X700","","","","","21%","0000000008290","7790290000332",2,0
"0000000008484","VINO RINCON FAMOSO TINTO 6x750 CC","ACTIVO",6,0,0,8.00,1.00,"LT",0,0.750,"750 ML","NO","NORMAL","130","BODEGAS LOPEZ","690","LINEA CLASICA LOPEZ","003","BEBIDAS CON ALCOHOL","001","VINOS","006","OTROS TINTOS","690","LINEA CLASICA LOPEZ","02086","BODEGAS Y VI-EDOS  LOPEZ","0000000003220","VINO RINCON FAMOSO TTO","","","","","21%","0000000008484","7790336032501",2,0
"0000000008485","VINO RINCON FAMOSO BCO 6 X 750 CC","ACTIVO",6,0,0,8.00,1.00,"LT",0,0.750,"750 ML","NO","NORMAL","130","BODEGAS LOPEZ","690","LINEA CLASICA LOPEZ","003","BEBIDAS CON ALCOHOL","001","VINOS","013","OTROS BLANCOS","690","LINEA CLASICA LOPEZ","02086","BODEGAS Y VI-EDOS  LOPEZ","0000000003222","VINO RINCON FAMOSO BCO","","","","","21%","0000000008485","7790336032525",2,0
"0000000008486","VINO LOPEZ MALBEC 6X750 CC","ACTIVO",6,0,84,35.00,6.00,"LT",0,0.750,"750 CC","NO","NORMAL","130","BODEGAS LOPEZ","690","LINEA CLASICA LOPEZ","003","BEBIDAS CON ALCOHOL","001","VINOS","002","MALBEC","690","LINEA CLASICA LOPEZ","02086","BODEGAS Y VI-EDOS  LOPEZ","0000000003020","VINO LOPEZ MALBEC 750 CC","","","104","LOPEZ","21%","0000000008486","7790336030507",2,0
"0000000008486","VINO LOPEZ MALBEC 6X750 CC","ACTIVO",6,0,84,35.00,6.00,"LT",0,0.750,"750 CC","NO","NORMAL","130","BODEGAS LOPEZ","690","LINEA CLASICA LOPEZ","003","BEBIDAS CON ALCOHOL","001","VINOS","002","MALBEC","690","LINEA CLASICA LOPEZ","02086","BODEGAS Y VI-EDOS  LOPEZ","0000000003020","VINO LOPEZ MALBEC 750 CC","","","104","LOPEZ","21%","0000000008486","17790336030504",1,0
"0000000008487","VINO LOPEZ BLANCO 6X750 CC","ACTIVO",6,0,0,8.00,1.00,"LT",0,0.750,"750 CC","NO","NORMAL","130","BODEGAS LOPEZ","690","LINEA CLASICA LOPEZ","003","BEBIDAS CON ALCOHOL","001","VINOS","013","OTROS BLANCOS","690","LINEA CLASICA LOPEZ","02086","BODEGAS Y VI-EDOS  LOPEZ","0000000003021","VINO LOPEZ BLANCO 6X750 CC","","","104","LOPEZ","21%","0000000008487","7790336030514",2,0
"0000000005501","VINAGRE MENOYO ALCOHOL 12X1000 ML","ACTIVO",12,0,75,34.00,12.00,"LT",0,1.000,"1000CC","NO","NORMAL","137","MENOYO","344","VINAGRES MENOYO","001","ALMACEN","029","VINAGRES Y ADEREZOS","001","VINAGRE DE ALCOHOL","344","VINAGRES MENOYO","02098","VIUDA DE MENOYO E HIJOS S.A.","0000000000000","VINAGRE ALCOHOL MENOYO","","","664","MENOYO","21%","0000000005501","7790130000058",2,0
"0000000005502","VINAGRE MENOYO VINO 12X1000 ML","ACTIVO",12,0,56,1.00,10.00,"LT",0,1.000,"1L","NO","NORMAL","137","MENOYO","344","VINAGRES MENOYO","001","ALMACEN","029","VINAGRES Y ADEREZOS","002","VINAGRE DE VINO","344","VINAGRES MENOYO","02098","VIUDA DE MENOYO E HIJOS S.A.","0000000000000","VINAGRE VINO MENOYO","","","","","21%","0000000005502","7790130000010",2,0
"0000000005503","VINAGRE MENOYO MANZANA 12X1000 ML","ACTIVO",12,0,56,7.00,12.00,"LT",0,1.000,"1 LT","NO","NORMAL","137","MENOYO","344","VINAGRES MENOYO","001","ALMACEN","029","VINAGRES Y ADEREZOS","003","VINAGRE DE MANZANA","344","VINAGRES MENOYO","02098","VIUDA DE MENOYO E HIJOS S.A.","0000000000000","VINAGRE MANZANA MENOYO","","","664","MENOYO","21%","0000000005503","7790130000089",2,0
"0000000005510","ACETO BALSAMICO MONTERREY 12X500 ML","SUSPENDIDO",12,0,0,1.00,10.00,"Li",0,0.500,"500 ML","NO","NORMAL","137","MENOYO","346","VINAGRES GOURMET MENOYO","001","ALMACEN","029","VINAGRES Y ADEREZOS","004","ACETO","346","VINAGRES GOURMET MENOYO","02098","VIUDA DE MENOYO E HIJOS S.A.","0000000000000","ACETO BALSAMICO MONTERREY","","","","","21%","0000000005510","7790130002038",2,0
"0000000005510","ACETO BALSAMICO MONTERREY 12X500 ML","SUSPENDIDO",12,0,0,1.00,10.00,"Li",0,0.500,"500 ML","NO","NORMAL","137","MENOYO","346","VINAGRES GOURMET MENOYO","001","ALMACEN","029","VINAGRES Y ADEREZOS","004","ACETO","346","VINAGRES GOURMET MENOYO","02098","VIUDA DE MENOYO E HIJOS S.A.","0000000000000","ACETO BALSAMICO MONTERREY","","","","","21%","0000000005510","3779010002039",1,0
"0000000005505","VINAGRE MENOYO VINO 12X500 ML","ACTIVO",12,0,100,1.00,10.00,"LT",0,0.500,"500 ML","NO","NORMAL","137","MENOYO","344","VINAGRES MENOYO","001","ALMACEN","029","VINAGRES Y ADEREZOS","002","VINAGRE DE VINO","344","VINAGRES MENOYO","02098","VIUDA DE MENOYO E HIJOS S.A.","0000000000000","VINAGRE MENOYO VINO 12X500 ML","","","","","21%","0000000005505","7790130000065",2,0
"0000000005505","VINAGRE MENOYO VINO 12X500 ML","ACTIVO",12,0,100,1.00,10.00,"LT",0,0.500,"500 ML","NO","NORMAL","137","MENOYO","344","VINAGRES MENOYO","001","ALMACEN","029","VINAGRES Y ADEREZOS","002","VINAGRE DE VINO","344","VINAGRES MENOYO","02098","VIUDA DE MENOYO E HIJOS S.A.","0000000000000","VINAGRE MENOYO VINO 12X500 ML","","","","","21%","0000000005505","17790130000062",1,0
"0000000010942","EDULCORANTE SUCARYL LIQ 6X180 CC","ACTIVO",6,82,492,10.00,6.00,"LT",0,0.180,"180 ML","NO","NORMAL","323","MERISANT","643","EDULCORANTES SUCARYL","001","ALMACEN","005","AZUCAR Y ENDULZANTES","007","EDULCORANTE LIQUIDO","643","EDULCORANTES SUCARYL","19659","MERISANT ARGENTINA SRL","0000020020901","EDULCORANTE SUCARYL LIQ","","","790","SUCARYL","21%","0000000010942","7792129000346",2,0
"0000000010942","EDULCORANTE SUCARYL LIQ 6X180 CC","ACTIVO",6,82,492,10.00,6.00,"LT",0,0.180,"180 ML","NO","NORMAL","323","MERISANT","643","EDULCORANTES SUCARYL","001","ALMACEN","005","AZUCAR Y ENDULZANTES","007","EDULCORANTE LIQUIDO","643","EDULCORANTES SUCARYL","19659","MERISANT ARGENTINA SRL","0000020020901","EDULCORANTE SUCARYL LIQ","","","790","SUCARYL","21%","0000000010942","37792129000347",1,0
"0000000000207","ALFAJORCITO JORGITO MOUSSE NEGRO 18X6 U","ACTIVO",18,0,0,1.00,10.00,"UN",0,6.000,"6 U","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000056","ALFAJORCITO JORGITO MOUSSE NEG","","","267","JORGITO","21%","0000000000207","7790957000569",2,0
"0000000000208","ALFAJOR JORGITO FRUTA 24 X 50 G","ACTIVO",24,0,0,1.00,10.00,"Kilo",0,0.050,"50 G","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000002","ALFAJOR JORGITO FRUTA","","","267","JORGITO","21%","0000000000208","77905734",2,0
"0000000000208","ALFAJOR JORGITO FRUTA 24 X 50 G","ACTIVO",24,0,0,1.00,10.00,"Kilo",0,0.050,"50 G","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000002","ALFAJOR JORGITO FRUTA","","","267","JORGITO","21%","0000000000208","17790957000290",1,0
"0000000000209","ALFAJOR JORGITO DCE DE LECHE 24X50 G","ACTIVO",24,0,0,1.00,10.00,"KG",0,0.050,"50 GR","NO","NORMAL","020","ALFAJORES JORGITO","280","ALFAJORES JORGITO","001","ALMACEN","024","GOLOSINAS","001","ALFAJORES","280","ALFAJORES JORGITO","01631","ALFAJORES JORGITO S.A.","0000000000013","ALFAJOR JORGITO DCE DE LEC","","","267","JORGITO","21%","0000000000209","77905758",2,0
"0000000013406","BROCHES D/PLASTICO LA GAUCHITA 12X12 U","ACTIVO",12,0,0,1.00,10.00,"",0,0.000,"12 U","NO","NORMAL","144","LA GAUCHITA","208","LIMPIEZA LA GAUCHITA","005","LIMPIEZA","013","ARTICULOS USO DOMESTICO","007","BROCHES","208","LIMPIEZA LA GAUCHITA","02105","LA GAUCHITA S.A.","0000000000102","BROCHES D/PLASTICO LA GAUCHIT","","","","","21%","0000000013406","7792459000146",2,0
"0000000013410","ESCOBILLA WC C/DEPOSITO LA GAUCHITA X12 U","ACTIVO",12,0,0,1.00,10.00,"",0,0.000,"","NO","NORMAL","144","LA GAUCHITA","208","LIMPIEZA LA GAUCHITA","005","LIMPIEZA","013","ARTICULOS USO DOMESTICO","003","ESCOBILLON","208","LIMPIEZA LA GAUCHITA","02105","LA GAUCHITA S.A.","0000000000055","ESCOBILLA WC C/DEPOSITO LA GAU","","","","","21%","0000000013410","7792459000351",2,0
"0000000013415","ESCOBA LA GAUCHITA PL. S/C BARREMAS X12","ACTIVO",12,0,0,1.00,10.00,"",0,0.000,"","NO","NORMAL","144","LA GAUCHITA","208","LIMPIEZA LA GAUCHITA","005","LIMPIEZA","013","ARTICULOS USO DOMESTICO","002","ESCOBA","208","LIMPIEZA LA GAUCHITA","02105","LA GAUCHITA S.A.","0000000000021","ESCOBA LA GAUCHITA PL. S/C BA","","","","","21%","0000000013415","7792459000252",2,0
"0000000013420","ESCOBILLON LA GAUCHI S/C MELODY X12","ACTIVO",12,0,0,1.00,10.00,"",0,0.000,"","NO","NORMAL","144","LA GAUCHITA","208","LIMPIEZA LA GAUCHITA","005","LIMPIEZA","013","ARTICULOS USO DOMESTICO","004","ESCOBILLA","208","LIMPIEZA LA GAUCHITA","02105","LA GAUCHITA S.A.","0000000000074","ESCOBILLON LA GAUCHI S/C MELOD","","","","","21%","0000000013420","7792459000191",2,0
"0000000013420","ESCOBILLON LA GAUCHI S/C MELODY X12","ACTIVO",12,0,0,1.00,10.00,"",0,0.000,"","NO","NORMAL","144","LA GAUCHITA","208","LIMPIEZA LA GAUCHITA","005","LIMPIEZA","013","ARTICULOS USO DOMESTICO","004","ESCOBILLA","208","LIMPIEZA LA GAUCHITA","02105","LA GAUCHITA S.A.","0000000000074","ESCOBILLON LA GAUCHI S/C MELOD","","","","","21%","0000000013420","17792459000198",1,0
"0000000013450","LIMPIAVIDRIOS C/CABO LA GAUCHITA X12 U","ACTIVO",12,0,0,1.00,10.00,"",0,0.000,"","NO","NORMAL","144","LA GAUCHITA","208","LIMPIEZA LA GAUCHITA","005","LIMPIEZA","013","ARTICULOS USO DOMESTICO","015","LIMPIAVIDRIO","208","LIMPIEZA LA GAUCHITA","02105","LA GAUCHITA S.A.","0000000000141","LIMPIAVIDRIOS C/CABO LA GAUCHI","","","","","21%","0000000013450","7792459000115",2,0
"0000000013450","LIMPIAVIDRIOS C/CABO LA GAUCHITA X12 U","ACTIVO",12,0,0,1.00,10.00,"",0,0.000,"","NO","NORMAL","144","LA GAUCHITA","208","LIMPIEZA LA GAUCHITA","005","LIMPIEZA","013","ARTICULOS USO DOMESTICO","015","LIMPIAVIDRIO","208","LIMPIEZA LA GAUCHITA","02105","LA GAUCHITA S.A.","0000000000141","LIMPIAVIDRIOS C/CABO LA GAUCHI","","","","","21%","0000000013450","17792459000112",1,0
"0000000007216","ACONDICIONADOR SUIZA P/PISOS 12X400 C.C.","ACTIVO",12,20,80,1.00,10.00,"LT",0,0.400,"400 CC","NO","NORMAL","146","SUIZA","142","CERAS SUIZA","005","LIMPIEZA","001","BRILLOS Y CERAS PISOS","002","CERRAS LIQUIDAS","142","CERAS SUIZA","02107","VILLARD Y LOUIS S.A.","0000000010900","ACONDICIONADOR SUIZA","","","","","21%","0000000007216","7790613070493",2,0
"0000000007060","COGNAC RESERVA SAN JUAN 6x750 CC","ACTIVO",6,20,60,1.00,10.00,"LT",0,0.750,"750 CC","NO","NORMAL","151","CAMPARI","537","B BLANCAS CAMPARI","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","006","COGNAC-BRANDY","537","B BLANCAS CAMPARI","02111","CAMPARI ARGENTINA SA","0000000480546","COGNAC RESERVA SAN JUAN","","","","","21%","0000000007060","7790197120218",2,0
"0000000003806","ANIS SHAMI 6X970 CC","ACTIVO",6,22,110,1.00,10.00,"LT",0,0.970,"970CC","NO","NORMAL","156","TRES PLUMAS","714","BEB BLANCAS DELLEPIANE","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","009","OTROS DESTILADOS","714","BEB BLANCAS DELLEPIANE","02118","DELLEPIANE SAN LUIS S.A.","0000000000901","ANIS SHAMI","","","","","21%","0000000003806","7790260009013",2,0
"0000000003812","TEQUILA CONQUISTADOR DE MEXICO 6X750 CC","ACTIVO",6,26,130,1.00,10.00,"LT",0,0.750,"750 ML","NO","NORMAL","156","TRES PLUMAS","714","BEB BLANCAS DELLEPIANE","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","002","TEQUILA","714","BEB BLANCAS DELLEPIANE","02118","DELLEPIANE SAN LUIS S.A.","0000000001239","TEQUILA CONQUISTADOR DE MEXICO","","","","","21%","0000000003812","7790260012396",2,0
"0000000003814","GIN BURNETTS 6x1000 CC","ACTIVO",6,27,135,1.00,10.00,"LT",0,1.000,"1L","NO","NORMAL","156","TRES PLUMAS","714","BEB BLANCAS DELLEPIANE","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","003","GIN","714","BEB BLANCAS DELLEPIANE","02118","DELLEPIANE SAN LUIS S.A.","0000000001112","GIN BURNETT'S","","","","","21%","0000000003814","7790260011016",2,0
