cod_articulo,desc_articulo,estado,unidxbulto,cant_base,cant_palet,critico,minimo,unidad_medida,unidadxpack,contenido,desc_contenido,es_envase,tipo_articulo,cod_linea,linea,cod_ramo,ramo,cod_sector,sector,cod_familia,familia,cod_subfamilia,subfamilia,cod_rubro,rubro,codprov,proveedor,cod_art_prov,desc_corta,cod_clase,clase,cod_marca,marca,iva,articulo,codigo,tipo,edi
"0000000003294","CHUPETIN LHERITIER PELOTITAS FRUTAL 12x50 U","ACTIVO",12,10,80,1.00,10.00,"UN",0,50.000,"50 U.","NO","NORMAL","045","LHERITIER","400","GOLOSINAS LHERITIER","001","ALMACEN","024","GOLOSINAS","006","CHUPETINES","400","GOLOSINAS LHERITIER","01819","LHERITIER ARGENTINA S.A.","0000000000045","CHUPETIN LHERITIER  PELOTITAS","","","","","21%","0000000003294","7792860000452",2,0
"0000000003294","CHUPETIN LHERITIER PELOTITAS FRUTAL 12x50 U","ACTIVO",12,10,80,1.00,10.00,"UN",0,50.000,"50 U.","NO","NORMAL","045","LHERITIER","400","GOLOSINAS LHERITIER","001","ALMACEN","024","GOLOSINAS","006","CHUPETINES","400","GOLOSINAS LHERITIER","01819","LHERITIER ARGENTINA S.A.","0000000000045","CHUPETIN LHERITIER  PELOTITAS","","","","","21%","0000000003294","17792860000459",1,0
"0000000011170","EDULCORANTE EQUALSWEET LIQ 6x360 CC","ACTIVO",6,45,270,1.00,10.00,"LT",0,0.500,"500 CC","NO","NORMAL","323","MERISANT","D16","EDULCORANTES EQUALSWEET","001","ALMACEN","005","AZUCAR Y ENDULZANTES","007","EDULCORANTE LIQUIDO","D16","EDULCORANTES EQUALSWEET","19659","MERISANT ARGENTINA SRL","0000020021054","EDULCORANTE EQUALSWE","","","214","EQUALSWEET","21%","0000000011170","7792129003712",2,0
"0000000017151","BOCADITO ALFAFORT 6x24x28 G","ACTIVO",6,0,0,4.00,1.00,"Kilo",24,0.028,"28 G","NO","NORMAL","268","FELFORT","135","CHOCOLATES FELFORT","001","ALMACEN","024","GOLOSINAS","009","OTROS","135","CHOCOLATES FELFORT","03225","LA DELICIA DE FELIPE FORT SA","0000000000415","BOCADITO ALFAFORT 6x24x28 G","","","","","21%","0000000017151","7790206004157",2,0
"0000000018426","CUBANITO OBLITA MINI COQUET RELLENA 8x30 U.","ACTIVO",8,0,0,1.00,10.00,"",0,0.000,"30 U","NO","NORMAL","326","OBLITA","A06","GOLOSINAS OBLITA","001","ALMACEN","024","GOLOSINAS","009","OTROS","A06","GOLOSINAS OBLITA","15924","ALIMENTARIA MONTE CRISTO S.R.L","0000000001752","CUBANITO OBLITA MINI COQUET RE","","","","","21%","0000000018426","7793123017521",2,0
"0000000018426","CUBANITO OBLITA MINI COQUET RELLENA 8x30 U.","ACTIVO",8,0,0,1.00,10.00,"",0,0.000,"30 U","NO","NORMAL","326","OBLITA","A06","GOLOSINAS OBLITA","001","ALMACEN","024","GOLOSINAS","009","OTROS","A06","GOLOSINAS OBLITA","15924","ALIMENTARIA MONTE CRISTO S.R.L","0000000001752","CUBANITO OBLITA MINI COQUET RE","","","","","21%","0000000018426","17793123017528",1,0
"0000000018916","EDULCORANTE EQUALSWEET SUCRALOSA 6X200 SOB","ACTIVO",6,0,0,1.00,10.00,"",0,0.000,"200 Sob","NO","NORMAL","323","MERISANT","D16","EDULCORANTES EQUALSWEET","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","D16","EDULCORANTES EQUALSWEET","19659","MERISANT ARGENTINA SRL","0000020021059","EDULCORANTE EQUALSWEET SUCRALO","","","214","EQUALSWEET","21%","0000000018916","7792129002418",2,0
"0000000018916","EDULCORANTE EQUALSWEET SUCRALOSA 6X200 SOB","ACTIVO",6,0,0,1.00,10.00,"",0,0.000,"200 Sob","NO","NORMAL","323","MERISANT","D16","EDULCORANTES EQUALSWEET","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","D16","EDULCORANTES EQUALSWEET","19659","MERISANT ARGENTINA SRL","0000020021059","EDULCORANTE EQUALSWEET SUCRALO","","","214","EQUALSWEET","21%","0000000018916","37792129002419",1,0
"0000000004217","PETACA GIN BURNETT 12X200 CC","ACTIVO",12,0,0,1.00,10.00,"LT",0,0.200,"200 CC.","NO","NORMAL","156","TRES PLUMAS","716","PETACAS TRES PLUMAS","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","003","GIN","716","PETACAS TRES PLUMAS","02118","DELLEPIANE SAN LUIS S.A.","0000000001105","PETACA GIN BURNETT 12X200 CC","","","","","21%","0000000004217","77927972",2,0
"0000000004217","PETACA GIN BURNETT 12X200 CC","ACTIVO",12,0,0,1.00,10.00,"LT",0,0.200,"200 CC.","NO","NORMAL","156","TRES PLUMAS","716","PETACAS TRES PLUMAS","003","BEBIDAS CON ALCOHOL","005","ESPIRITUOSAS","003","GIN","716","PETACAS TRES PLUMAS","02118","DELLEPIANE SAN LUIS S.A.","0000000001105","PETACA GIN BURNETT 12X200 CC","","","","","21%","0000000004217","30000077927973",1,0
"0000000003414","JUGO ARCOR PERA 12x18x20G","ACTIVO",12,0,0,1.00,1.00,"Kilo",18,0.020,"20 G","NO","NORMAL","186","ARCOR ALIMENTOS","681","JUGOS ARCOR","002","BEBIDAS SIN ALCOHOL","004","JUGOS","002","EN POLVO","681","JUGOS ARCOR","02153","ARCOR S.A.I.C.","0000001010669","JUGO ARCOR PERA 12x18x20G","","","","","21%","0000000003414","7790580106690",2,0
"0000000003414","JUGO ARCOR PERA 12x18x20G","ACTIVO",12,0,0,1.00,1.00,"Kilo",18,0.020,"20 G","NO","NORMAL","186","ARCOR ALIMENTOS","681","JUGOS ARCOR","002","BEBIDAS SIN ALCOHOL","004","JUGOS","002","EN POLVO","681","JUGOS ARCOR","02153","ARCOR S.A.I.C.","0000001010669","JUGO ARCOR PERA 12x18x20G","","","","","21%","0000000003414","27790580106697",1,0
"0000000018931","AFEITADORA BIC 3 ACQUA CTL 24 x 6 x 2 u","ACTIVO",24,0,0,1.00,1.00,"UN",6,2.000,"2 U.","NO","NORMAL","322","BIC","521","AFEITADORAS BIC","004","PERFUMERIA","011","AFEITAR","005","FILOS","521","AFEITADORAS BIC","15905","BIC ARGENTINA S.A.","0000000925735","AFEITADORA BIC 3 ACQUA CTL","","","","","21%","0000000018931","70330731912",2,0
"0000000026651","TE SAINT GOTTARD ROJO TRADICIONAL 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD ROJO TRADICIO","","","349","SAINT GOTTARD","21%","0000000026651","7798008290884",2,0
"0000000026651","TE SAINT GOTTARD ROJO TRADICIONAL 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD ROJO TRADICIO","","","349","SAINT GOTTARD","21%","0000000026651","27798008290888",1,0
"0000000026652","TE SAINT GOTTARD ROJO C/VAINILLA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD ROJO C/VAINIL","","","349","SAINT GOTTARD","21%","0000000026652","7798008291300",2,0
"0000000026652","TE SAINT GOTTARD ROJO C/VAINILLA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD ROJO C/VAINIL","","","349","SAINT GOTTARD","21%","0000000026652","27798008291304",1,0
"0000000026653","TE SAINT GOTTARD VERDE CER/FRAM 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD VERDE CER/FRA","","","349","SAINT GOTTARD","21%","0000000026653","7798008293816",2,0
"0000000026653","TE SAINT GOTTARD VERDE CER/FRAM 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD VERDE CER/FRA","","","349","SAINT GOTTARD","21%","0000000026653","27798008293810",1,0
"0000000026655","TE SAINT GOTTARD FRUTOS DEL BOSQUE 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD FRUTOS DEL BO","","","349","SAINT GOTTARD","21%","0000000026655","7798008290648",2,0
"0000000026655","TE SAINT GOTTARD FRUTOS DEL BOSQUE 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD FRUTOS DEL BO","","","349","SAINT GOTTARD","21%","0000000026655","27798008290642",1,0
"0000000026661","TE SAINT GOTTARD FRUT-DZNO-NJA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD FRUT-DZNO-NJA","","","349","SAINT GOTTARD","21%","0000000026661","7798008292260",2,0
"0000000026661","TE SAINT GOTTARD FRUT-DZNO-NJA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD FRUT-DZNO-NJA","","","349","SAINT GOTTARD","21%","0000000026661","27798008292264",1,0
"0000000026666","TE SAINT GOTTARD TILO CEDRON Y MELISA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","007","OTRAS HIERBAS","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD TILO CEDRON Y","","","349","SAINT GOTTARD","21%","0000000026666","7798008293939",2,0
"0000000026666","TE SAINT GOTTARD TILO CEDRON Y MELISA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 S.","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","007","OTRAS HIERBAS","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD TILO CEDRON Y","","","349","SAINT GOTTARD","21%","0000000026666","27798008293933",1,0
"0000000026667","TE SAINT GOTTARD TILO 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","004","TILO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD TILO 20 SAQ","","","349","SAINT GOTTARD","21%","0000000026667","7798008294622",2,0
"0000000026667","TE SAINT GOTTARD TILO 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","004","TILO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD TILO 20 SAQ","","","349","SAINT GOTTARD","21%","0000000026667","27798008294626",1,0
"0000000026668","TE SAINT GOTTARD BOLDO 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","002","BOLDO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD BOLDO","","","349","SAINT GOTTARD","21%","0000000026668","7798008294646",2,0
"0000000026668","TE SAINT GOTTARD BOLDO 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","002","BOLDO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD BOLDO","","","349","SAINT GOTTARD","21%","0000000026668","27798008294640",1,0
"0000000026669","TE SAINT GOTTARD MANZANILLA 6x20 SAQ","ACTIVO",6,0,0,5.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","003","MANZANILLA","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD MANZANILLA","","","349","SAINT GOTTARD","21%","0000000026669","7798008294653",2,0
"0000000026669","TE SAINT GOTTARD MANZANILLA 6x20 SAQ","ACTIVO",6,0,0,5.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","003","MANZANILLA","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD MANZANILLA","","","349","SAINT GOTTARD","21%","0000000026669","27798008294657",1,0
"0000000026670","TE SAINT GOTTARD VERDE 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","005","VERDE","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD VERDE","","","349","SAINT GOTTARD","21%","0000000026670","7798008294660",2,0
"0000000026670","TE SAINT GOTTARD VERDE 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","005","VERDE","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD VERDE","","","349","SAINT GOTTARD","21%","0000000026670","27798008294664",1,0
"0000000026671","TE SAINT GOTTARD CEDRON 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","007","OTRAS HIERBAS","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD CEDRON","","","349","SAINT GOTTARD","21%","0000000026671","7798008294639",2,0
"0000000026671","TE SAINT GOTTARD CEDRON 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","007","OTRAS HIERBAS","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD CEDRON","","","349","SAINT GOTTARD","21%","0000000026671","27798008294633",1,0
"0000000026672","TE SAINT GOTTARD MENTA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","007","OTRAS HIERBAS","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD MENTA","","","349","SAINT GOTTARD","21%","0000000026672","7798008294615",2,0
"0000000026672","TE SAINT GOTTARD MENTA 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","007","OTRAS HIERBAS","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD MENTA","","","349","SAINT GOTTARD","21%","0000000026672","27798008294619",1,0
"0000000026679","TE SAINT GOTTARD DULCES SUE-OS 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD DULCES SUE-OS","","","349","SAINT GOTTARD","21%","0000000026679","7798008290679",2,0
"0000000026679","TE SAINT GOTTARD DULCES SUE-OS 6x20 SAQ","ACTIVO",6,0,0,1.00,10.00,"UN",0,20.000,"20 SAQ","NO","NORMAL","281","SAINT GOTTARD","353","SAINT GOTTARD","001","ALMACEN","006","TE","006","SABORIZADO","353","SAINT GOTTARD","03366","LABORATORIO PHARMAMERICAN SRL","","TE SAINT GOTTARD DULCES SUE-OS","","","349","SAINT GOTTARD","21%","0000000026679","27798008290673",1,0
"0000000075219","EAU DE TOILETTE PAULA CD 3x100 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.100,"100CC","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000000454/1","EAU DT PAULA CD","","","","","21%","0000000075219","7791600045418",2,0
"0000000075219","EAU DE TOILETTE PAULA CD 3x100 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.100,"100CC","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000000454/1","EAU DT PAULA CD","","","","","21%","0000000075219","37791600045419",1,0
"0000000075220","EAU DE TOILETTE PAULA AMOR  3x60 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.060,"60CC","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000000418/3","EAU DT PAULA AMOR","","","","","21%","0000000075220","7791600041830",2,0
"0000000075220","EAU DE TOILETTE PAULA AMOR  3x60 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.060,"60CC","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000000418/3","EAU DT PAULA AMOR","","","","","21%","0000000075220","37791600041831",1,0
"0000000075222","EAU DE TOILETTE PAULA LUZ 3x60 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.060,"60CC.","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000000590/3","EAU DT PAULA LUZ","","","","","21%","0000000075222","7791600059033",2,0
"0000000075222","EAU DE TOILETTE PAULA LUZ 3x60 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.060,"60CC.","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000000590/3","EAU DT PAULA LUZ","","","","","21%","0000000075222","37791600059034",1,0
"0000000075224","EAU DE TOILETTE PAULA ALMA 3x60 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.060,"60L.","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000008430/3","EAU DT PAULA ALMA","","","","","21%","0000000075224","7791600843038",2,0
"0000000075224","EAU DE TOILETTE PAULA ALMA 3x60 ML","ACTIVO",3,0,0,1.00,10.00,"LT",0,0.060,"60L.","NO","NORMAL","300","CANNON","303","EAU FEMENINOS CANNON","004","PERFUMERIA","012","COLONIAS Y PERFUMES","002","MUJER","303","EAU FEMENINOS CANNON","03378","CANNON PUNTANA SA","00000008430/3","EAU DT PAULA ALMA","","","","","21%","0000000075224","37791600843039",1,0
"0000000018931","AFEITADORA BIC 3 ACQUA CTL 24 x 6 x 2 u","ACTIVO",24,0,0,1.00,1.00,"UN",6,2.000,"2 U.","NO","NORMAL","322","BIC","521","AFEITADORAS BIC","004","PERFUMERIA","011","AFEITAR","005","FILOS","521","AFEITADORAS BIC","15905","BIC ARGENTINA S.A.","0000000925735","AFEITADORA BIC 3 ACQUA CTL","","","","","21%","0000000018931","070330731912",2,0
"0000000018931","AFEITADORA BIC 3 ACQUA CTL 24 x 6 x 2 u","ACTIVO",24,0,0,1.00,1.00,"UN",6,2.000,"2 U.","NO","NORMAL","322","BIC","521","AFEITADORAS BIC","004","PERFUMERIA","011","AFEITAR","005","FILOS","521","AFEITADORAS BIC","15905","BIC ARGENTINA S.A.","0000000925735","AFEITADORA BIC 3 ACQUA CTL","","","","","21%","0000000018931","20070330731916",1,0
"0000000100420","SALCHICHA GRANJA IRIS AMERICANA X5U","ACTIVO",1,0,0,1.00,10.00,"UN",0,5.000,"6 U","NO","NORMAL","401","MASTELLONE","759","SALCHICHAS MASTELLONE","008","PERECEDERO","002","FIAMBRES","001","SALCHICHAS","759","SALCHICHAS MASTELLONE","02211","MASTELLONE HERMANOS SA","0000000001297","SALCH GJA IRIS AMERICANA","","","","","21%","0000000100420","7798164602972",2,0
"0000000018946","JUGO CEPITA DURAZNO 6X300 CC","ACTIVO",6,0,0,1.00,10.00,"LT",0,0.300,"300 CC","NO","NORMAL","116","REGINALD LEE","119","JUGOS REGINALD LEE","002","BEBIDAS SIN ALCOHOL","004","JUGOS","001","PREPARADOS","119","JUGOS REGINALD LEE","01734","REGINALD LEE","0000000002012","JUGO CEPITA DURAZNO 6X300 CC","","","","","21%","0000000018946","7790895641541",2,0
"0000000018946","JUGO CEPITA DURAZNO 6X300 CC","ACTIVO",6,0,0,1.00,10.00,"LT",0,0.300,"300 CC","NO","NORMAL","116","REGINALD LEE","119","JUGOS REGINALD LEE","002","BEBIDAS SIN ALCOHOL","004","JUGOS","001","PREPARADOS","119","JUGOS REGINALD LEE","01734","REGINALD LEE","0000000002012","JUGO CEPITA DURAZNO 6X300 CC","","","","","21%","0000000018946","7790895641589",1,0
"0000000011161","EDULCORANTE EQUALSWEET SUCRALOSA 6X50 SOB","ACTIVO",6,42,336,1.00,10.00,"",0,0.000,"50 S","NO","NORMAL","323","MERISANT","D16","EDULCORANTES EQUALSWEET","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","D16","EDULCORANTES EQUALSWEET","19659","MERISANT ARGENTINA SRL","0000020021057","EDULCORANTE EQUALSWE","","","214","EQUALSWEET","21%","0000000011161","7792129003736",2,0
"0000000011161","EDULCORANTE EQUALSWEET SUCRALOSA 6X50 SOB","ACTIVO",6,42,336,1.00,10.00,"",0,0.000,"50 S","NO","NORMAL","323","MERISANT","D16","EDULCORANTES EQUALSWEET","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","D16","EDULCORANTES EQUALSWEET","19659","MERISANT ARGENTINA SRL","0000020021057","EDULCORANTE EQUALSWE","","","214","EQUALSWEET","21%","0000000011161","37792129003737",1,0
"0000000018916","EDULCORANTE EQUALSWEET SUCRALOSA 6X200 SOB","ACTIVO",6,0,0,1.00,10.00,"",0,0.000,"200 Sob","NO","NORMAL","323","MERISANT","D16","EDULCORANTES EQUALSWEET","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","D16","EDULCORANTES EQUALSWEET","19659","MERISANT ARGENTINA SRL","0000020021059","EDULCORANTE EQUALSWEET SUCRALO","","","214","EQUALSWEET","21%","0000000018916","7792129003750",2,0
"0000000018916","EDULCORANTE EQUALSWEET SUCRALOSA 6X200 SOB","ACTIVO",6,0,0,1.00,10.00,"",0,0.000,"200 Sob","NO","NORMAL","323","MERISANT","D16","EDULCORANTES EQUALSWEET","001","ALMACEN","005","AZUCAR Y ENDULZANTES","006","EDULCORANTE POLVO","D16","EDULCORANTES EQUALSWEET","19659","MERISANT ARGENTINA SRL","0000020021059","EDULCORANTE EQUALSWEET SUCRALO","","","214","EQUALSWEET","21%","0000000018916","37792129003751",1,0
"0000000048028","JAB LIQ MANOS LUSEDA LIMON X250CC","ACTIVO",1,0,0,1.00,10.00,"LT",0,0.250,"250CC","NO","NORMAL","272","LUSEDA","C52","JABON LIQUIDO MANOS","004","PERFUMERIA","004","JABONES","002","LIQUIDOS","C52","JABON LIQUIDO MANOS","03235","RIBOSO COSMETOLOGICA S.A.","","JAB LIQ MANOS LUSEDA LIMON","","","","","21%","0000000048028","7794753322689",2,0
"0000000008871","APERITIVO CAMPARI 6X1000 ML","ACTIVO",6,0,0,1.00,10.00,"LT",0,1.000,"1000 ML","NO","NORMAL","151","CAMPARI","669","APERITIVOS CAMPARI","003","BEBIDAS CON ALCOHOL","004","APERITIVOS CON ALCOHOL","005","OTROS","669","APERITIVOS CAMPARI","02111","CAMPARI ARGENTINA SA","0000000423560","APERITIVO CAMPARI 6X1000 ML","","","164","CAMPARI","21%","0000000008871","7791200000640",2,0
"0000000008871","APERITIVO CAMPARI 6X1000 ML","ACTIVO",6,0,0,1.00,10.00,"LT",0,1.000,"1000 ML","NO","NORMAL","151","CAMPARI","669","APERITIVOS CAMPARI","003","BEBIDAS CON ALCOHOL","004","APERITIVOS CON ALCOHOL","005","OTROS","669","APERITIVOS CAMPARI","02111","CAMPARI ARGENTINA SA","0000000423560","APERITIVO CAMPARI 6X1000 ML","","","164","CAMPARI","21%","0000000008871","17791200000647",1,0
"0000000008872","APERTIVO CYNAR 70  6X750 ML","ACTIVO",6,0,0,1.00,10.00,"LT",0,0.750,"750 ML","NO","NORMAL","151","CAMPARI","669","APERITIVOS CAMPARI","003","BEBIDAS CON ALCOHOL","004","APERITIVOS CON ALCOHOL","005","OTROS","669","APERITIVOS CAMPARI","02111","CAMPARI ARGENTINA SA","0000000422876","APERTIVO CYNAR 70  6X750 ML","","","193","CYNAR","21%","0000000008872","7791200000619",2,0
